bcr_patient_uuid	bcr_sample_barcode	bcr_analyte_barcode	bcr_analyte_uuid	a260_a280_ratio	amount	analyte_type	analyte_type_id	concentration	gel_image_file	is_derived_from_ffpe	normal_tumor_genotype_match	pcr_amplification_successful	ratio_28s_18s	rinvalue	spectrophotometer_method	subportion_sequence	well_number
c6ede8ae-881c-47a0-a0ef-745ed4b7764a	TCGA-23-1026-01B	TCGA-23-1026-01B-01T	2df54023-f234-4d1d-a284-202f1c17349a	[Not Available]	148.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c6ede8ae-881c-47a0-a0ef-745ed4b7764a	TCGA-23-1026-01B	TCGA-23-1026-01B-01W	6399befb-d2ee-45dc-960d-8ebd25f66139	[Not Available]	416.16	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c6ede8ae-881c-47a0-a0ef-745ed4b7764a	TCGA-23-1026-10A	TCGA-23-1026-10A-01D	078ce5db-882a-46a7-92e4-eb9b96a26d00	1.90	0.00	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c6ede8ae-881c-47a0-a0ef-745ed4b7764a	TCGA-23-1026-10A	TCGA-23-1026-10A-01G	ddb21aca-1d6b-4309-826e-7ba37b84ccc0	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c6ede8ae-881c-47a0-a0ef-745ed4b7764a	TCGA-23-1026-10A	TCGA-23-1026-10A-01W	33628b76-2f15-4e09-8ce4-cfb7855a1c37	[Not Available]	185.70	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c9e58844-9d61-44a2-aee6-1760bc19711b	TCGA-23-1027-01A	TCGA-23-1027-01A-02D	a657ec62-92b0-4763-9047-4419da2a5403	1.90	0.37	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c9e58844-9d61-44a2-aee6-1760bc19711b	TCGA-23-1027-01A	TCGA-23-1027-01A-02G	da284c95-6ccf-4348-8672-47d486a87874	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.23	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c9e58844-9d61-44a2-aee6-1760bc19711b	TCGA-23-1027-01A	TCGA-23-1027-01A-02R	1e52a17b-7e25-45b9-81f4-6a874cb4b8c0	1.80	361.00	RNA	R	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.30	8.50	UV Spec	[Not Available]	[Not Available]
c9e58844-9d61-44a2-aee6-1760bc19711b	TCGA-23-1027-01A	TCGA-23-1027-01A-02T	1b4442e4-a563-42ea-aa42-11d0793c3586	[Not Available]	91.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c9e58844-9d61-44a2-aee6-1760bc19711b	TCGA-23-1027-01A	TCGA-23-1027-01A-02W	539a4a60-0468-4edc-9ed6-8bc7087eacfc	[Not Available]	309.90	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c9e58844-9d61-44a2-aee6-1760bc19711b	TCGA-23-1027-10A	TCGA-23-1027-10A-01D	c83d3cb6-7ea5-4e9d-8022-8ccb727662b2	1.90	97.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c9e58844-9d61-44a2-aee6-1760bc19711b	TCGA-23-1027-10A	TCGA-23-1027-10A-01G	3fd10910-c534-4ce0-9188-f89fd85d6735	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.11	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c9e58844-9d61-44a2-aee6-1760bc19711b	TCGA-23-1027-10A	TCGA-23-1027-10A-01W	5cae0fcc-726e-4ac6-801b-bef291bd19a5	[Not Available]	281.13	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
df53c3c0-3605-4d2b-bdc7-96d9beab27ea	TCGA-23-1028-01A	TCGA-23-1028-01A-01D	c7f29ea6-4936-4eab-a16d-d53fdbfff384	1.80	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
df53c3c0-3605-4d2b-bdc7-96d9beab27ea	TCGA-23-1028-01A	TCGA-23-1028-01A-01G	d4e6c9b5-3600-4ffb-8cae-413526481a64	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
df53c3c0-3605-4d2b-bdc7-96d9beab27ea	TCGA-23-1028-01A	TCGA-23-1028-01A-01R	7ed482a8-aa10-42b3-bd02-57aeaeed76b3	1.80	243.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.00	7.30	UV Spec	[Not Available]	[Not Available]
df53c3c0-3605-4d2b-bdc7-96d9beab27ea	TCGA-23-1028-01A	TCGA-23-1028-01A-01T	e8c7ac3a-5d32-4d43-a5c8-3175adbfc9da	[Not Available]	57.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
df53c3c0-3605-4d2b-bdc7-96d9beab27ea	TCGA-23-1028-01A	TCGA-23-1028-01A-01W	8c51f614-e583-460b-b1da-49291958b302	[Not Available]	313.14	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
df53c3c0-3605-4d2b-bdc7-96d9beab27ea	TCGA-23-1028-10B	TCGA-23-1028-10B-01D	2a7d1a72-9aba-4155-ab99-2f55e456f876	2.00	20.00	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
df53c3c0-3605-4d2b-bdc7-96d9beab27ea	TCGA-23-1028-10B	TCGA-23-1028-10B-01G	580781e8-7b9e-4845-b839-858d15781055	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.21	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
df53c3c0-3605-4d2b-bdc7-96d9beab27ea	TCGA-23-1028-10B	TCGA-23-1028-10B-01W	d5ce77d2-def4-4b1d-96ba-d026dcee24ee	[Not Available]	139.45	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
cbcf6922-a3c0-43a1-826e-642918b0a635	TCGA-23-1030-01A	TCGA-23-1030-01A-02D	f445296b-212f-444f-8487-2622301fcdd9	1.90	168.37	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
cbcf6922-a3c0-43a1-826e-642918b0a635	TCGA-23-1030-01A	TCGA-23-1030-01A-02G	8efc8e2a-3292-4fa9-ab23-2a2f3b1f00f4	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.20	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
cbcf6922-a3c0-43a1-826e-642918b0a635	TCGA-23-1030-01A	TCGA-23-1030-01A-02R	cbf5bc94-6673-4420-b0bd-ed89eac96e4f	1.80	166.00	RNA	R	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.20	7.60	UV Spec	[Not Available]	[Not Available]
cbcf6922-a3c0-43a1-826e-642918b0a635	TCGA-23-1030-01A	TCGA-23-1030-01A-02T	e588b8b5-f0ce-4b4c-ac04-ab152cb9dab2	[Not Available]	44.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
cbcf6922-a3c0-43a1-826e-642918b0a635	TCGA-23-1030-01A	TCGA-23-1030-01A-02W	e0fdbeda-ba37-457a-8b0d-364b4c42ad5a	[Not Available]	450.56	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
cbcf6922-a3c0-43a1-826e-642918b0a635	TCGA-23-1030-10C	TCGA-23-1030-10C-01D	50be1dd9-c5e9-493a-8028-16c62f22b9d1	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
cbcf6922-a3c0-43a1-826e-642918b0a635	TCGA-23-1030-10C	TCGA-23-1030-10C-01G	67d4029d-7142-4dc3-a4f5-0d33e2da7749	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.21	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
cbcf6922-a3c0-43a1-826e-642918b0a635	TCGA-23-1030-10C	TCGA-23-1030-10C-01W	0a9de8d4-058f-4c50-888b-9d61685f25fb	[Not Available]	133.17	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c7c3fe4a-327a-4b7e-a259-989b72971209	TCGA-23-1031-01A	TCGA-23-1031-01A-01D	26c08a5e-c220-4203-a97c-c22150963200	1.90	6.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c7c3fe4a-327a-4b7e-a259-989b72971209	TCGA-23-1031-01A	TCGA-23-1031-01A-01G	e2c4fcae-6db1-48f5-8b66-b51a5b9c76a6	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.19	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c7c3fe4a-327a-4b7e-a259-989b72971209	TCGA-23-1031-01A	TCGA-23-1031-01A-01R	db8ce369-a4bb-4bfc-807c-39e86f6ec55b	1.80	10.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.70	8.50	UV Spec	[Not Available]	[Not Available]
c7c3fe4a-327a-4b7e-a259-989b72971209	TCGA-23-1031-01A	TCGA-23-1031-01A-01T	c68202d2-e206-409d-8d81-3a6d5d26b82a	[Not Available]	12.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c7c3fe4a-327a-4b7e-a259-989b72971209	TCGA-23-1031-01A	TCGA-23-1031-01A-01W	755e1efd-85cc-4ed0-997a-f03065e0a995	[Not Available]	318.08	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c7c3fe4a-327a-4b7e-a259-989b72971209	TCGA-23-1031-10A	TCGA-23-1031-10A-01D	b8ef7889-9c2e-4e77-8682-8907caef7375	1.90	10.00	DNA	D	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c7c3fe4a-327a-4b7e-a259-989b72971209	TCGA-23-1031-10A	TCGA-23-1031-10A-01G	686d788d-6801-467c-92e9-8f2e464a1a2a	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.21	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c7c3fe4a-327a-4b7e-a259-989b72971209	TCGA-23-1031-10A	TCGA-23-1031-10A-01W	97e186a2-1c21-4012-a82b-8243183d4c59	[Not Available]	333.06	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
d1976840-35f7-4423-8458-12fb32a52b33	TCGA-23-1032-01A	TCGA-23-1032-01A-02D	121b2c97-1f30-4b2c-92fc-80b2ac209fc1	1.90	102.37	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
d1976840-35f7-4423-8458-12fb32a52b33	TCGA-23-1032-01A	TCGA-23-1032-01A-02G	a8042b37-5981-45ac-920b-eb5f667d3f8f	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
d1976840-35f7-4423-8458-12fb32a52b33	TCGA-23-1032-01A	TCGA-23-1032-01A-02R	b8b06a5a-57e6-4c2b-9de6-e4d7a34ed0a2	1.80	264.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.40	7.70	UV Spec	[Not Available]	[Not Available]
d1976840-35f7-4423-8458-12fb32a52b33	TCGA-23-1032-01A	TCGA-23-1032-01A-02T	5384b7a7-85b6-491f-8c30-ffd0e8046229	[Not Available]	72.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
d1976840-35f7-4423-8458-12fb32a52b33	TCGA-23-1032-01A	TCGA-23-1032-01A-02W	9b2b8809-5cfa-4290-8be1-0c5f4cddf984	[Not Available]	265.46	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
d1976840-35f7-4423-8458-12fb32a52b33	TCGA-23-1032-10A	TCGA-23-1032-10A-01D	4388ab53-b343-4bf8-84f9-eb895b9d5dd7	1.90	6.67	DNA	D	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
d1976840-35f7-4423-8458-12fb32a52b33	TCGA-23-1032-10A	TCGA-23-1032-10A-01G	138eb657-c2ca-4791-b994-9c96677082be	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
d1976840-35f7-4423-8458-12fb32a52b33	TCGA-23-1032-10A	TCGA-23-1032-10A-01W	17afd365-e545-4da7-92a5-cb147a706b10	[Not Available]	359.45	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
acb7ec56-8a47-495f-a11b-2c9fb5d8fe95	TCGA-23-1107-01A	TCGA-23-1107-01A-01D	9d05e58e-30fc-4944-80de-6c0554411f33	1.90	539.37	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
acb7ec56-8a47-495f-a11b-2c9fb5d8fe95	TCGA-23-1107-01A	TCGA-23-1107-01A-01G	4a3f6ff7-390d-4e21-a79b-d4f4ec4377cc	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.19	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
acb7ec56-8a47-495f-a11b-2c9fb5d8fe95	TCGA-23-1107-01A	TCGA-23-1107-01A-01R	d40fca3b-5650-4a88-ad52-a31133848291	1.80	628.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.60	8.30	UV Spec	[Not Available]	[Not Available]
acb7ec56-8a47-495f-a11b-2c9fb5d8fe95	TCGA-23-1107-01A	TCGA-23-1107-01A-01T	a630855c-a6dc-40df-8f01-c76b8ae61f98	[Not Available]	151.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
acb7ec56-8a47-495f-a11b-2c9fb5d8fe95	TCGA-23-1107-01A	TCGA-23-1107-01A-01W	cdbea1f2-7281-4de3-a7d6-ef81307a6af7	[Not Available]	287.77	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
acb7ec56-8a47-495f-a11b-2c9fb5d8fe95	TCGA-23-1107-10A	TCGA-23-1107-10A-01D	b181635a-1c80-4b55-94f1-c0cee2ece268	1.90	6.67	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
acb7ec56-8a47-495f-a11b-2c9fb5d8fe95	TCGA-23-1107-10A	TCGA-23-1107-10A-01G	19d34a52-2e4e-4942-8331-26284147a4b8	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.12	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
acb7ec56-8a47-495f-a11b-2c9fb5d8fe95	TCGA-23-1107-10A	TCGA-23-1107-10A-01W	349552e2-1b02-4721-a985-58027d4679b9	[Not Available]	404.24	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1	TCGA-23-1109-01A	TCGA-23-1109-01A-01D	84e2b471-2b94-4e68-86d9-85800afafbd8	1.90	452.37	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1	TCGA-23-1109-01A	TCGA-23-1109-01A-01G	ffca94eb-30e7-4d2a-ae16-7849d047ca19	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.21	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1	TCGA-23-1109-01A	TCGA-23-1109-01A-01R	522ecca3-fee2-4364-8b5b-692b49128ed0	1.80	218.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.60	7.90	UV Spec	[Not Available]	[Not Available]
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1	TCGA-23-1109-01A	TCGA-23-1109-01A-01T	a722834f-8adc-4df0-a698-8783c83b4279	[Not Available]	64.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1	TCGA-23-1109-01A	TCGA-23-1109-01A-01W	dd188581-e22c-46b6-88a9-6ccd6cf5771f	[Not Available]	299.18	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1	TCGA-23-1109-10A	TCGA-23-1109-10A-01D	183ed21f-09af-431e-b248-a395c29fbf5f	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1	TCGA-23-1109-10A	TCGA-23-1109-10A-01G	73d77068-2cbf-4cb9-847b-636b7287e757	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.09	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1	TCGA-23-1109-10A	TCGA-23-1109-10A-01W	96781552-178e-451f-9a7d-a56c88d26f66	[Not Available]	454.98	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
9fb1ba57-2007-4477-b000-2d36f163efd2	TCGA-23-1110-01A	TCGA-23-1110-01A-01D	8db54059-6f3d-4ee0-ab27-e697b1fb2765	1.90	572.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
9fb1ba57-2007-4477-b000-2d36f163efd2	TCGA-23-1110-01A	TCGA-23-1110-01A-01G	57ced680-f0b7-4784-bc2f-7fa4fd2b4839	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.24	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
9fb1ba57-2007-4477-b000-2d36f163efd2	TCGA-23-1110-01A	TCGA-23-1110-01A-01R	89633760-be77-432b-b7fd-200e8c070f1b	1.80	261.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.50	8.00	UV Spec	[Not Available]	[Not Available]
9fb1ba57-2007-4477-b000-2d36f163efd2	TCGA-23-1110-01A	TCGA-23-1110-01A-01T	1260cbb6-fd11-4ae9-9cea-a04dcf832c97	[Not Available]	86.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
9fb1ba57-2007-4477-b000-2d36f163efd2	TCGA-23-1110-01A	TCGA-23-1110-01A-01W	27835884-1b01-4128-a75f-957b70ae5703	[Not Available]	386.53	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
9fb1ba57-2007-4477-b000-2d36f163efd2	TCGA-23-1110-10A	TCGA-23-1110-10A-01D	4a57838b-82a0-45ab-9bb3-9ababd3c1e3f	1.90	64.97	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
9fb1ba57-2007-4477-b000-2d36f163efd2	TCGA-23-1110-10A	TCGA-23-1110-10A-01G	6455dbe1-89e4-488f-9a2d-81cf9263e68c	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.24	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
9fb1ba57-2007-4477-b000-2d36f163efd2	TCGA-23-1110-10A	TCGA-23-1110-10A-01W	cbaa17be-961a-40b1-8d3e-4e837b05990e	[Not Available]	443.57	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6209e80d-a115-4f8e-bf0d-18461401a1c6	TCGA-23-1113-01A	TCGA-23-1113-01A-01D	e8623294-09be-4a52-a67c-2959ac765fc3	1.90	303.37	DNA	D	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6209e80d-a115-4f8e-bf0d-18461401a1c6	TCGA-23-1113-01A	TCGA-23-1113-01A-01G	68267b90-3b1c-4ba4-8410-4a765549d93d	[Not Available]	36.00	GenomePlex (Rubicon) Amplified DNA	G	0.21	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6209e80d-a115-4f8e-bf0d-18461401a1c6	TCGA-23-1113-01A	TCGA-23-1113-01A-01R	3cfb2d0f-678f-4057-949b-29dcccddc28d	1.80	435.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.80	8.50	UV Spec	[Not Available]	[Not Available]
6209e80d-a115-4f8e-bf0d-18461401a1c6	TCGA-23-1113-01A	TCGA-23-1113-01A-01T	0a5fc762-40e5-47c1-8a42-08a19b26c34e	[Not Available]	103.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6209e80d-a115-4f8e-bf0d-18461401a1c6	TCGA-23-1113-01A	TCGA-23-1113-01A-01W	f9086f35-563d-4a93-81c3-c99514f3ca62	[Not Available]	450.39	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6209e80d-a115-4f8e-bf0d-18461401a1c6	TCGA-23-1113-10A	TCGA-23-1113-10A-01D	8fa0de58-7ad2-4ee2-b923-7e7e39358a32	1.90	0.00	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
